Class,Solution treatment time (h),Solution treatment temperature (¡æ),Solution cooling way,Aging treatment time (h),Aging treatment temperature (¡æ),Aging cooling way,2nd aging treatment time (h),2nd aging treatment temperature (¡æ),2nd aging cooling way,C (mass%),Si (mass%),Ni (mass%),Mo (mass%),W (mass%),Al (mass%),N (mass%),Nb+Ta (mass%),B (mass%),V (mass%),Ti (mass%),Fe (mass%),Zr (mass%),Sn (mass%),Test temperature (¡æ),Test stress (MPa),Creep rupture life (h)
,1.9914275,1040.7435,1.4337975,0.17867088,690.45294,0.99787647,0.026638806,3.7146547,0.007628351,0.063670814,0.34575027,4.70E-05,0.53454447,0.00608629,5.865791,0.000688995,0.8686589,0.001152399,0.009292416,84.04595,0.006322663,3.4702506,4.008321,595.0223,429.71744,68.19956
,9.17E-05,1066.5468,1.0029933,0.055891275,561.90967,0.9996611,0.017517805,0.7624993,0.002986401,0.06750435,0.39675316,0.6999993,0.4861609,0.006304115,5.7989383,1.05E-05,0.7455406,0.00019184,0.000160857,83.39136,0.009017034,3.5989115,4.019611,585.7504,442.65213,638.2582
,1.997921,1047.8596,1.5004854,0.12503266,698.74994,0.9989641,0.013551116,2.3320737,0.005596131,0.06735413,0.3568901,5.05E-06,0.550838,0.004713923,5.844226,0.000636593,0.89615405,0.000867004,0.003617023,83.99779,0.004449436,3.5602522,4.0118165,597.37036,443.61066,42.175045
,0.005272031,1043.9277,1.3403165,0.29987246,627.4692,0.9949583,0.36443472,7.9619665,0.01219815,0.05625838,0.35503528,0.6999145,0.51483786,0.018126965,5.8740993,0.000325504,0.7768331,0.002030086,0.03292308,83.78656,0.018533118,3.4739466,4.0057554,599.8601,398.23294,571.60046
,1.9789369,1042.3976,1.465516,0.21490604,683.5935,0.9974983,0.03683865,5.6202755,0.009548634,0.062459506,0.347021,0.000257725,0.5372468,0.006794423,5.878381,0.000688788,0.86498624,0.001449569,0.013170014,84.01291,0.007877138,3.4481096,4.0052648,596.0476,422.51605,83.31196
,1.9821165,1030.1364,1.6878507,0.4610777,689.6991,0.99121124,0.19214451,14.487359,0.031418383,0.06076076,0.33376545,0.000126734,0.528752,0.012431115,5.9017296,0.00437431,0.88698524,0.003572269,0.11902631,84.12066,0.009161815,3.3714237,3.945341,607.7749,388.1655,105.5744
,1.9977226,1029.958,1.8109686,0.27059168,722.9364,0.9955254,0.08434802,8.183464,0.036852807,0.06583253,0.3371182,1.04E-06,0.5428813,0.010116965,5.8681564,0.00593068,0.93851745,0.002545362,0.07855982,84.277596,0.005687763,3.462256,3.9670787,608.82874,416.6382,40.31584
,1.8889998,1018.6597,1.5361807,0.39580762,664.1098,0.99003756,0.23252964,15.295107,0.028333038,0.055833507,0.3348688,0.00418939,0.5180502,0.012658656,5.918479,0.002372949,0.8627553,0.003170391,0.12074519,84.019356,0.011648912,3.3441863,3.9548132,602.5636,387.73367,180.44434
,1.9980862,1039.0046,1.6680082,0.18906295,703.3893,0.9977441,0.04198402,4.908261,0.012732059,0.06402492,0.34667236,3.21E-06,0.5586363,0.006004721,5.855131,0.001831678,0.89260435,0.001391472,0.018967563,84.13492,0.005299663,3.5605564,3.9967434,602.2139,419.48953,42.28929
,0.007174432,1064.0502,1.1736989,0.046755373,575.891,0.99970686,0.005991757,0.66753,0.002485335,0.07046442,0.41106212,0.69961596,0.50021064,0.006410927,5.7997794,6.32E-06,0.8251127,0.000178301,5.35E-05,83.52335,0.010684711,3.516295,4.019663,581.0993,493.38562,389.05725
,7.56E-05,1063.7743,1.0881352,0.107485056,630.63055,0.99891293,0.12554675,1.8668443,0.006433517,0.0615123,0.36508822,0.69999963,0.5150376,0.013783246,5.834947,8.40E-05,0.7383981,0.000701229,0.003200761,83.492516,0.011165897,3.6416824,4.017858,590.2393,399.28903,696.1136
,1.9860346,1042.7156,1.4986706,0.26724637,688.13275,0.9971086,0.044375658,6.3483434,0.008793622,0.061600376,0.34363002,0.000148869,0.5448484,0.006943375,5.872564,0.001106031,0.8894525,0.001143151,0.015586279,83.94352,0.006755601,3.48315,4.0010824,597.0721,419.5291,82.26448
,1.9938054,1032.5471,1.842183,0.3784433,722.2775,0.9936403,0.13090074,10.253336,0.05979821,0.06377345,0.3267867,2.23E-06,0.51931405,0.011186421,5.8822384,0.007496934,0.91165924,0.003232478,0.1530261,84.36976,0.007252753,3.3364558,3.9274278,615.10724,400.62265,47.075874
,1.8639128,1038.2607,1.4659096,0.28562993,666.2598,0.9956913,0.07366538,6.5277376,0.011194766,0.06156544,0.3500952,0.005389288,0.53401566,0.008647859,5.891629,0.000686604,0.87372905,0.00170623,0.017355585,84.02809,0.010164806,3.4065065,4.0015554,592.1226,425.32462,131.41707
,1.9979321,1041.4713,1.5952495,0.17273873,698.7073,0.9976945,0.035864115,4.003271,0.010837615,0.06370713,0.3430294,5.30E-06,0.5457922,0.005795002,5.860919,0.001553479,0.88931906,0.001417082,0.014736987,84.13394,0.005934634,3.562677,3.9998899,601.97327,422.9702,49.52288
,3.87E-06,1061.31,1.034427,0.09571761,680.2244,0.9986709,0.30492097,1.5647569,0.007626474,0.055642135,0.3381244,0.7,0.4602541,0.019949913,5.8521914,0.000166598,0.68981767,0.001358807,0.011561187,83.47157,0.01470142,3.716198,4.0154214,598.4343,354.2912,763.6298
,1.998361,1044.043,1.5788465,0.16171187,698.29047,0.9984646,0.026166439,3.5713646,0.008973002,0.06479312,0.34726143,3.67E-06,0.5559852,0.00575909,5.8561187,0.001180291,0.91093546,0.001132316,0.009002091,84.079384,0.005101323,3.5856075,4.007698,599.1158,427.92624,45.181263
,0.002141297,0.16418338,0.010076076,5.4129734,1.1735728,0.000165999,4.295294,14.147022,0.009637564,0.04030677,0.000489496,8.34E-08,0.002217913,0.013382256,5.902596,0.016416755,0.003750753,0.001335683,4.219473,89.62389,0.07608363,0.001059651,0.000294841,610.0445,125.28036,0.8776675
,0.021345735,1024.2539,1.3818839,0.40783584,613.8459,0.99004006,0.6472692,12.847612,0.021108896,0.05447944,0.34843335,0.6994208,0.50375557,0.021386147,5.89881,0.000660551,0.78061664,0.003639732,0.070844464,83.89449,0.021336647,3.3794093,3.9911969,602.6464,394.364,544.94025
,0.9913259,1006.2919,1.6216991,0.66021234,626.0487,0.9789276,0.74165463,29.02313,0.040468752,0.05569876,0.33589235,0.3054604,0.5161553,0.020660222,5.9397464,0.002915347,0.8436934,0.005664052,0.30197492,84.091736,0.021148821,3.19945,3.8982353,604.2511,366.19244,336.99805
,1.3020144,1035.478,1.4188404,0.299789,648.6621,0.9945192,0.11342466,9.004265,0.012095064,0.059846252,0.352449,0.14917214,0.5219038,0.011673242,5.885118,0.000484942,0.8336551,0.001851808,0.021938005,83.96825,0.012151023,3.3932295,3.998058,596.5758,415.95224,215.86882
,0.72699773,1017.23395,1.4852382,0.48300773,637.78845,0.9878683,0.38314462,18.693258,0.024023563,0.05367785,0.34429052,0.4775413,0.505179,0.014291257,5.9230766,0.001504101,0.8129842,0.003912726,0.12408701,83.96578,0.015219215,3.2990549,3.9546092,605.9202,384.39774,310.9164
,0.003710866,1050.9,1.2863827,0.27760118,631.76154,0.9959483,0.2532795,6.77925,0.010841697,0.058201015,0.35017666,0.6999325,0.52341115,0.015195638,5.8720217,0.000253759,0.7711408,0.001634696,0.022240054,83.74598,0.01738598,3.4658313,4.0098114,598.5917,397.56915,559.07666
,8.02E-05,1010.8674,1.1723988,0.61185807,569.03723,0.9828448,3.0317636,7.6019773,0.037472308,0.056505024,0.2917928,0.6999993,0.4164773,0.027635455,5.904172,0.002808909,0.6807484,0.002835793,0.4008014,83.95467,0.0537844,3.234455,3.897576,610.87695,255.53586,767.69336
,1.9583249,1026.0215,1.4528403,0.26562512,674.1726,0.9950891,0.07664114,8.739645,0.012329787,0.05945112,0.3406742,0.000787297,0.52594525,0.008009166,5.8913126,0.001136677,0.84423167,0.001967934,0.034869883,84.035324,0.008438611,3.4074507,3.989349,597.34955,409.2115,111.91876
,1.8912743,1052.6835,1.3469591,0.094904006,655.15424,0.9992107,0.007025898,1.4847857,0.004065335,0.071592346,0.38631275,0.002293152,0.52085316,0.005490094,5.83167,7.95E-05,0.8762295,0.000478894,0.000432651,83.78652,0.006765975,3.4510858,4.0178404,578.824,479.55048,86.524124
,0.7080807,997.57666,1.5692985,0.77002645,630.0365,0.97878087,0.9465277,28.519178,0.045990378,0.051489633,0.3267883,0.5138986,0.49280086,0.022216618,5.9559345,0.003000078,0.824445,0.005937662,0.3056574,84.09694,0.022738006,3.2276425,3.8943381,607.42316,370.25778,378.38318
,0.9215045,1027.8953,1.4466081,0.3408566,644.018,0.9924047,0.20050406,11.839309,0.016340762,0.057179183,0.3473937,0.347878,0.5140139,0.01250115,5.908771,0.000825569,0.8191503,0.002489245,0.04963183,83.92779,0.014304142,3.3735976,3.9834967,600.5709,403.7815,260.79675
,0.07476264,1038.2074,1.261164,0.19660145,602.08875,0.9965967,0.084885955,5.6684875,0.009558529,0.06068883,0.3701948,0.6933166,0.50422245,0.01165542,5.8634,0.000141679,0.7838441,0.001292469,0.006297392,83.81127,0.014968899,3.3543277,4.0119443,595.86896,433.52,379.99588
,0.010479391,0.8953321,0.020985693,4.653883,2.4518564,0.001015008,6.613517,20.555721,0.010349244,0.04378773,0.001865503,1.98E-06,0.004676843,0.018250674,5.8933454,0.016208827,0.010230082,0.002090567,4.1879463,89.53634,0.077728696,0.006293654,0.001276406,602.34686,135.32993,5.5252447
,1.9928427,1049.9266,1.4732616,0.16322732,691.5216,0.9984789,0.017106533,3.6896398,0.006660968,0.06503131,0.35449275,3.67E-05,0.55161095,0.006529689,5.863623,0.000550123,0.8833041,0.000918436,0.005999504,84.00479,0.006634768,3.5296025,4.0126076,594.71906,434.71503,60.64747
,0.06635511,1037.7871,1.3366654,0.23976862,610.2553,0.9960573,0.10098517,6.383248,0.008976758,0.060432293,0.37138486,0.6953176,0.50480974,0.013537288,5.8688684,0.00017072,0.79901564,0.001325097,0.009222452,83.78988,0.01593595,3.390357,4.0113015,597.3725,432.50476,374.54227
,0.037066698,1051.7991,1.2421064,0.13456792,605.7024,0.99852455,0.042946637,3.453162,0.006702542,0.06389898,0.38458198,0.6975629,0.5023228,0.01055181,5.8441253,6.35E-05,0.7857302,0.000778845,0.002080936,83.71342,0.013947235,3.4322248,4.0167284,594.5806,448.0394,386.93423
,0.000689149,1061.884,1.1102393,0.08125007,585.13544,0.99934804,0.024560094,1.4529171,0.004547805,0.06615873,0.38555795,0.6999882,0.50588226,0.007482201,5.8144727,2.02E-05,0.78337276,0.000276501,0.000461646,83.4784,0.011089093,3.5504634,4.0192494,587.81384,444.87662,565.236
,0.47266567,1055.843,1.2305928,0.06635785,601.3724,0.99932295,0.007943809,1.146085,0.003157437,0.07189894,0.40443638,0.49944612,0.48432618,0.007220179,5.819677,1.91E-05,0.84281284,0.000424229,0.000192752,83.647705,0.010313878,3.423113,4.01896,577.12976,493.17627,188.92795
,0.011707008,0.54787874,0.015421182,4.182772,1.5854168,0.00059551,6.5738397,17.254139,0.006088466,0.03749783,0.001419999,9.60E-07,0.003571129,0.0182921,5.894728,0.014558077,0.007143146,0.001649458,4.1901484,89.5462,0.07556798,0.003838301,0.00075094,600.2703,131.03662,4.2671394
,0.001760662,1052.0824,1.2286243,0.2003625,617.3652,0.99773335,0.1389116,4.287288,0.010230929,0.05961244,0.3625821,0.69997114,0.5149013,0.012576312,5.845408,0.000141431,0.7618651,0.001131719,0.007550593,83.698746,0.014924062,3.495521,4.0145392,599.12335,406.20947,570.41376
,1.9525968,1033.4143,1.5096183,0.2778545,679.3095,0.9947399,0.099512935,8.125999,0.015288413,0.059204865,0.34163228,0.000984022,0.5284109,0.008535653,5.905762,0.00133528,0.86388195,0.002005473,0.035380192,83.994835,0.008663503,3.4130263,3.991021,600.4163,409.6624,110.83649
,0.004205048,1055.4154,1.2172892,0.114025176,592.62103,0.9988947,0.038328767,2.5844405,0.005354762,0.063924626,0.3831916,0.69987434,0.51410276,0.009160429,5.829042,4.25E-05,0.79830784,0.00051128,0.001186008,83.608185,0.013124966,3.5027354,4.0181727,593.36444,443.06003,505.47034
,1.8504834,1016.5335,1.5415182,0.43900162,661.77704,0.99045324,0.25482774,19.244785,0.024308294,0.055123515,0.33492973,0.007483357,0.52751756,0.013608336,5.922426,0.002388126,0.8651971,0.004168197,0.11639296,84.0021,0.010782721,3.335131,3.9422903,603.1287,380.72513,176.67892
,0.006365597,0.75567484,0.02244857,5.655959,2.859891,0.000941724,5.625768,20.19535,0.015050948,0.04748979,0.001376706,7.09E-07,0.004717303,0.017853767,5.894766,0.018981058,0.009431374,0.002112324,4.204028,89.56255,0.07026863,0.004492998,0.001404358,606.81775,133.0291,3.5104892
,1.9873374,1045.5328,1.4409904,0.15322715,688.1375,0.9985406,0.016961992,2.955555,0.006171376,0.066718444,0.3536843,7.73E-05,0.54571474,0.005989045,5.8498573,0.00039847,0.8880633,0.000867492,0.003355063,84.057785,0.006382834,3.4615798,4.013126,590.2473,441.4504,66.24515
,1.8865564,1018.91785,1.5838132,0.5670443,668.39215,0.98913324,0.29630065,18.521227,0.03305897,0.05761511,0.3295102,0.003173721,0.5205525,0.01526311,5.923388,0.003245434,0.89300984,0.003857654,0.15246688,84.07846,0.011927503,3.2951355,3.9347672,600.42084,386.3823,165.5143
,1.999857,1058.188,1.6202828,0.06852597,722.6243,0.99956447,0.005662441,1.1109624,0.004324645,0.07095158,0.36282766,6.26E-08,0.58707607,0.00441727,5.8228,0.000612311,0.9768196,0.00050415,0.001190925,84.024414,0.003353852,3.7145596,4.016645,592.86743,465.7447,19.220097
,0.03260541,1065.2738,1.0961826,0.022269785,561.26776,0.9998214,0.002202392,0.35648018,0.001332074,0.07399599,0.42584187,0.6969828,0.45275098,0.005145401,5.793186,1.91E-06,0.8338108,0.000146023,9.96E-06,83.39808,0.008363249,3.4800715,4.019838,574.7571,516.0143,285.03336
,1.5243273,1031.9427,1.4561206,0.27318448,655.1668,0.9949482,0.12022555,11.833,0.014196426,0.059161216,0.35215792,0.064300895,0.5260951,0.012053877,5.894759,0.000804104,0.83366096,0.002017865,0.03802791,83.941826,0.012432357,3.4051647,3.988424,597.6378,407.91113,179.81577
,0.002919853,0.10795355,0.007281393,5.102286,0.7087654,9.21E-05,4.7970667,13.529685,0.005804122,0.03481825,0.000475664,8.34E-08,0.001560092,0.01397875,5.9018755,0.013800222,0.002730286,0.001227723,4.2169714,89.605774,0.08580509,0.000827789,0.000167608,608.5142,124.50719,0.8381752
,9.75E-05,1067.374,1.029495,0.07131398,587.9652,0.99952185,0.023122132,0.9744349,0.003318816,0.067413196,0.39293742,0.69999915,0.5037415,0.007121116,5.8063073,1.34E-05,0.7551951,0.000244794,0.000297637,83.40899,0.009448072,3.6325717,4.01946,584.52496,440.58435,648.02264
,1.9959646,1029.9664,1.7582091,0.2532959,710.1432,0.9953611,0.08966476,7.8687425,0.030545533,0.06223,0.3373366,3.36E-06,0.53955615,0.008070767,5.873749,0.004402894,0.88869524,0.002442078,0.08594603,84.2585,0.005933262,3.4913244,3.9665864,613.43506,407.54803,49.994324
,0.021468282,3.7711322,0.045512706,4.225871,6.1071177,0.006278634,8.248125,19.550236,0.013404906,0.049860753,0.00391483,2.03E-05,0.009762454,0.024003804,5.889502,0.019441353,0.020523792,0.002821588,4.1234646,89.48179,0.079006195,0.01868105,0.00514528,591.90753,142.38254,24.955542
,0.004104018,1062.165,1.1737726,0.08610636,591.08417,0.99928784,0.01796186,1.3651106,0.004159898,0.06757168,0.39478976,0.69985557,0.51050985,0.008904815,5.815631,1.82E-05,0.7971527,0.000337444,0.000330539,83.58398,0.012557938,3.5172787,4.019024,586.1066,467.06433,474.2859
,0.009135664,0.84370494,0.022868156,5.4999022,2.8356123,0.000932008,6.38428,21.649559,0.014241755,0.045288187,0.001605291,1.59E-06,0.004694677,0.020076483,5.89995,0.017197432,0.009780514,0.002439334,4.1972146,89.53301,0.08004193,0.005712748,0.00144006,602.1523,136.84369,4.724175
,1.9755597,1025.7185,1.5846,0.38957298,687.5444,0.99204516,0.17533898,13.42919,0.027606755,0.058772713,0.3321519,0.000263608,0.52851385,0.011860877,5.9146338,0.003007724,0.88787997,0.003272738,0.09227859,84.11842,0.009344647,3.3824325,3.9559972,602.0094,389.37668,120.953316
,0.00180167,1050.6196,1.2087566,0.18283427,615.2234,0.9975883,0.15549809,4.016015,0.009429604,0.059530176,0.36477304,0.6999735,0.5112989,0.014409274,5.8523707,0.00014157,0.76868474,0.001252133,0.007153618,83.67201,0.016233178,3.5472217,4.01419,593.893,416.15524,606.8086
,0.017047167,2.2644174,0.029824376,2.4834023,3.8398304,0.004555464,6.7904325,10.551388,0.005821496,0.03795206,0.002882359,2.55E-05,0.007170558,0.01416114,5.8758,0.014628172,0.012038452,0.001756991,4.0945196,89.49809,0.068012334,0.013842702,0.003322801,586.62585,134.83415,25.869762
,1.9997971,1057.5537,1.6804609,0.07302761,722.3408,0.99956167,0.00564903,1.1262149,0.00411123,0.071698725,0.36416987,1.04E-07,0.5916816,0.00474,5.824014,0.000616154,0.99134827,0.000592863,0.001178067,83.98818,0.003064395,3.6756911,4.0165367,593.28986,464.4013,22.4677
,1.3692318,1014.55975,1.484795,0.45654774,645.0091,0.9882587,0.3504768,16.320171,0.025859743,0.05408322,0.33840096,0.13038234,0.509158,0.013981968,5.9281044,0.001667371,0.8172258,0.00302679,0.10550168,83.99469,0.015799362,3.3261886,3.95646,603.6998,388.13278,248.75764
,1.24E-05,1046.8113,1.0902114,0.15616119,678.5257,0.99691343,0.6562397,2.80043,0.013459146,0.053308368,0.3157688,0.7,0.45634288,0.023712993,5.870789,0.000437924,0.74468684,0.001976824,0.038244233,83.64227,0.02202704,3.625637,4.005505,605.3953,336.1383,754.1773
,1.9991077,1049.1224,1.7063731,0.11301041,718.65265,0.9981774,0.03271103,3.0826292,0.010746062,0.0670147,0.35059234,6.47E-07,0.5617329,0.00550276,5.843384,0.001776716,0.91149867,0.001197121,0.012584196,84.09335,0.0043426,3.571158,4.001675,601.62415,436.30627,33.363552
,0.002514601,0.33918142,0.014331758,5.768339,1.9102198,0.00037536,3.9889514,16.953852,0.017380863,0.047954194,0.000631015,6.26E-08,0.003716779,0.012811452,5.87901,0.020606348,0.00589295,0.001989242,4.2170014,89.61464,0.06130115,0.001785755,0.000630775,613.3318,130.05217,1.3148204
,0.86734986,1015.6942,1.5692267,0.563176,644.0739,0.9846127,0.56842864,22.743086,0.030513346,0.053972237,0.3458771,0.37664685,0.50312334,0.017172396,5.9487386,0.002261372,0.8023258,0.004671875,0.21327654,84.01957,0.018725973,3.2834754,3.9204116,606.5875,378.36673,313.29688
,0.20905125,1034.7251,1.3708968,0.31261593,620.59674,0.99392796,0.17358512,9.547629,0.012605548,0.059354372,0.35581082,0.6700185,0.50882804,0.015013129,5.879979,0.000363545,0.79755294,0.0019993,0.022738257,83.9073,0.015089134,3.352877,4.001279,600.4725,409.71213,340.63806
,0.020976543,1056.0743,1.2310481,0.08573681,585.04913,0.99926245,0.016327202,1.7188094,0.003860503,0.06760229,0.39880684,0.6984418,0.49996543,0.007434011,5.8195133,2.02E-05,0.816106,0.000402226,0.000379074,83.6313,0.011634318,3.4595342,4.0188923,588.32,472.9473,366.91327
,1.9350414,1026.8105,1.5351716,0.34708232,676.4044,0.99216706,0.16518086,11.708072,0.023784399,0.05788353,0.33947358,0.001537731,0.5213427,0.00966689,5.9198313,0.001807723,0.86545664,0.002900479,0.07164963,84.02672,0.012316377,3.3696609,3.9673116,601.8113,398.96176,131.51013
,1.165741,1015.5229,1.5580626,0.5211547,648.48254,0.9862752,0.46920478,21.518648,0.029770374,0.05439406,0.33514014,0.19961321,0.5080427,0.01637119,5.938227,0.002321403,0.8204535,0.005240862,0.17521599,83.98803,0.017170899,3.2575145,3.920968,603.378,381.18567,274.56467
,1.9081478,1040.5961,1.4559466,0.21394193,665.7155,0.9972427,0.045852363,4.831489,0.008009106,0.06255515,0.3494411,0.002578476,0.5383525,0.007845044,5.8728647,0.000572269,0.85897404,0.001443927,0.01084275,84.03063,0.007886387,3.431141,4.0043907,594.34344,425.8274,118.08546
,0.004632056,0.097396374,0.005886465,4.083367,0.50168455,9.77E-05,4.5181646,10.454582,0.003355533,0.030100573,0.000483807,1.04E-07,0.001389217,0.011734605,5.893962,0.011710976,0.0023902,0.000943643,4.2111754,89.60329,0.07597627,0.000965953,0.000127473,604.62775,121.77867,0.9144723
,1.9987426,1041.1027,1.7338123,0.15086532,711.9335,0.997682,0.03492385,4.0428476,0.015176624,0.066582754,0.3474191,9.80E-07,0.5652342,0.005904287,5.855782,0.002154291,0.9018817,0.001311565,0.01985707,84.10393,0.005118695,3.5695658,3.9987373,604.4439,429.32123,37.00777
,0.06327194,1020.3391,1.4258051,0.46125054,625.6523,0.98878276,0.48597306,15.934586,0.017774582,0.054026447,0.34869513,0.6976019,0.4985141,0.021704674,5.915945,0.000618041,0.7983343,0.003384415,0.07302839,83.911224,0.02144721,3.3634706,3.98595,604.21313,400.49695,453.31625
,0.82522225,1049.3129,1.2846198,0.1187101,617.71344,0.99847776,0.021339953,2.726458,0.005333841,0.067799345,0.38594356,0.33694983,0.4908782,0.00797531,5.842563,7.47E-05,0.8104592,0.00077356,0.001306021,83.68604,0.010181862,3.431025,4.0166693,584.5283,469.55127,197.72623
,1.9794534,1040.6031,1.4585114,0.17309487,673.2883,0.99824345,0.023847818,4.164232,0.006531656,0.06481973,0.35424381,0.000205258,0.5420149,0.006371081,5.864023,0.000503266,0.88439023,0.001017259,0.006630327,83.94984,0.006733411,3.4715385,4.0107527,593.58997,436.80698,77.05754
,1.7111166,1038.9785,1.4609647,0.2671957,660.224,0.9964218,0.063963234,6.89678,0.00902617,0.061698705,0.35532764,0.01951457,0.53176934,0.009146065,5.8813915,0.000495409,0.8686234,0.001468839,0.012551671,83.97632,0.009259614,3.402068,4.0039964,590.1344,429.26492,148.96027
,0.002464712,0.07003784,0.005986154,4.8632383,0.53693235,6.23E-05,5.1804333,13.4804735,0.005585849,0.03439657,0.00040646,6.26E-08,0.001384139,0.012163669,5.8983197,0.013164762,0.00227738,0.001206736,4.217182,89.61841,0.07803324,0.000629902,0.00011717,608.4284,123.599556,0.6749054
,0.2526707,1044.9109,1.2997398,0.13728589,615.88806,0.9980608,0.03324747,2.8116105,0.006326973,0.06608618,0.38789985,0.6439538,0.49171376,0.010513634,5.8449073,6.70E-05,0.82883817,0.000846026,0.001538357,83.71135,0.014657181,3.3903427,4.0165806,588.89136,461.9075,275.95908
,0.009047151,0.25057197,0.010790437,3.860326,0.9838176,0.000323266,5.1818805,12.087076,0.004698932,0.033143926,0.000941086,4.59E-07,0.002440166,0.015110403,5.8994155,0.012689869,0.004199946,0.001294917,4.1927423,89.56958,0.08617462,0.002288938,0.00038134,599.3006,125.94861,2.311983
,2.38E-07,1075.6306,0.7399527,0.01669377,577.86993,0.99996066,0.003626943,0.11211246,0.001187474,0.073530294,0.42170838,0.7,0.46166024,0.004072279,5.7740426,1.09E-06,0.69425166,3.81E-05,5.55E-06,83.1446,0.006410158,3.7385156,4.01998,572.0281,462.697,739.73193
,1.985655,1048.379,1.3705927,0.10777712,671.84625,0.99906504,0.009535253,1.6705793,0.004942685,0.06918745,0.37104514,9.89E-05,0.52768075,0.005040407,5.837453,0.000211094,0.8616517,0.000703507,0.001041665,83.87889,0.006118696,3.481301,4.0162606,588.8452,464.24738,62.378784
,0.02085942,1051.2366,1.2689753,0.16641766,601.48785,0.9981778,0.058741868,3.3826258,0.006971926,0.06300897,0.37730974,0.6989775,0.5090956,0.010291159,5.842443,7.56E-05,0.7952081,0.000837011,0.002701043,83.75217,0.014537966,3.4105735,4.0166097,594.96674,444.0783,424.1533
,0.09287667,1047.5065,1.2348778,0.105156004,608.1099,0.99841106,0.026452541,2.4644017,0.005930394,0.06607166,0.39381957,0.6900083,0.48877603,0.009182036,5.831977,4.03E-05,0.8112855,0.000713473,0.000893793,83.706665,0.012199729,3.3954678,4.0175395,588.8521,471.3927,306.88715
,1.982032,1062.4272,1.2762374,0.031484663,659.97406,0.9998686,0.000758469,0.33444673,0.001468271,0.079001114,0.41158727,8.28E-05,0.50698036,0.002650231,5.7963734,1.87E-05,0.86804515,0.000189437,1.98E-05,83.603485,0.003834722,3.5145109,4.0196614,570.79803,510.6581,42.18408
,1.8661568,1034.8701,1.4051806,0.20774752,658.5366,0.99722844,0.041678548,5.417757,0.008471191,0.06303919,0.35441402,0.004328078,0.5251805,0.007210136,5.8658423,0.000432375,0.84446925,0.001358706,0.009298846,83.954254,0.007869719,3.3800857,4.0072236,592.4344,432.15698,129.67577
,1.583519,1019.81824,1.5056777,0.46791136,649.1503,0.98964906,0.27223527,15.952601,0.021954238,0.056106932,0.33913088,0.054551378,0.51683396,0.013408333,5.9140344,0.001750527,0.83619106,0.003192146,0.09953785,83.99864,0.014206941,3.3504376,3.9563997,600.8646,390.1523,205.03712
,1.9983935,1055.1005,1.4336785,0.09022355,698.77814,0.9993604,0.006532669,1.4700603,0.004178882,0.06999679,0.3697208,2.77E-06,0.55562,0.004353017,5.835492,0.000317757,0.90441203,0.000626166,0.00090955,83.92993,0.004555148,3.5805836,4.0160456,588.78406,463.02393,40.073887
,1.9996591,1055.3953,1.5078968,0.06775111,716.0751,0.9996011,0.004853308,1.0194836,0.00333178,0.0709293,0.37151936,2.71E-07,0.5642344,0.003365636,5.8185844,0.00038612,0.949221,0.000519472,0.000718816,83.921844,0.003366723,3.6581287,4.016363,589.52374,469.0913,25.664886
,0.048817158,1022.28265,1.3562138,0.39432496,613.60504,0.9899001,0.4382208,12.851029,0.017014802,0.054284077,0.34799498,0.6979168,0.4971614,0.019879162,5.9040966,0.000497486,0.7816877,0.002854577,0.057549775,83.90988,0.019458778,3.3441544,3.9897914,601.2258,397.1575,482.29056
,1.8746676,1026.9952,1.5002307,0.36096722,663.5072,0.9922874,0.19503385,15.163451,0.018682241,0.056628793,0.33690333,0.005572036,0.51852155,0.009807408,5.9225345,0.001545729,0.8331832,0.002900587,0.08350682,84.01554,0.011938158,3.3760753,3.9680197,600.0866,391.94553,163.87614
,1.100731,1041.0094,1.3890729,0.24839938,646.03467,0.99538624,0.081153214,6.467982,0.009371966,0.06124158,0.36047494,0.21197927,0.5178734,0.010259181,5.8805842,0.000365561,0.82809055,0.001642085,0.013145305,83.956955,0.010178486,3.3787723,4.005944,594.9014,423.2232,227.89124
,0.75992,1053.807,1.3259033,0.12601316,629.53033,0.9985735,0.020682812,2.115757,0.004546553,0.06907749,0.38491616,0.34886777,0.5038244,0.008696556,5.835999,6.20E-05,0.85409766,0.000738093,0.000863663,83.711784,0.009058812,3.4409308,4.0172486,584.2387,469.97568,196.20459
,0.002394199,0.14413118,0.009197205,5.356738,0.9239927,0.000140131,4.80029,14.807207,0.009357244,0.03993327,0.000524879,1.04E-07,0.002179813,0.013979912,5.8936186,0.015265507,0.003483057,0.001472274,4.218171,89.61817,0.07536366,0.001089096,0.000260457,609.17163,124.41548,1.0246128
,0.062680066,1044.4059,1.3844459,0.3101632,631.7359,0.9956597,0.14095306,7.512426,0.010696977,0.05997138,0.36615184,0.6957625,0.51382023,0.014626622,5.8805695,0.000265908,0.8131804,0.001717445,0.013220565,83.81232,0.017369345,3.3892937,4.0077133,600.6004,427.4675,352.66174
,4.21E-05,1055.8954,1.1345763,0.13923049,653.5908,0.99783415,0.372158,2.5968387,0.00958845,0.057841133,0.34390792,0.69999987,0.48407787,0.02059257,5.8457007,0.000203137,0.71377903,0.001269298,0.012780729,83.56728,0.014726249,3.663556,4.0146,597.4092,365.11554,730.5522
